x_V,y_V,RA_V,Dec_V,V_mag,B_mag,B_minus_V,dist_pix,FWHM_V,FWHM_B,r_V,r_B,x_ast,y_ast,panel,pair,V_gaia_approx,B_minus_V_gaia_approx
"2374,35","2463,36","294,535","46,2962","3,68256","2,97501","-0,7075499999999999","0,8765842800326542","9,71098","10,5519","0,910863","0,897937","2374,35","200,63999999999987",P01,P01_V + P01_B,"15,24295149609375","0,946246271362305"
"1235,82","2402,2","294,542","46,4742","3,68532","3,07255","-0,6127699999999998","0,8598255637045523","9,49169","11,0316","0,97677","0,89449","1235,82","261,8000000000002",P01,P01_V + P01_B,"15,245711496093751","1,041026271362305"
"1740,12","321,358","294,063","46,421","3,68883","2,79015","-0,8986799999999997","1,2808809468488287","10,4313","11,773","0,886622","0,867116","1740,12","2342,642",P01,P01_V + P01_B,"15,24922149609375","0,7551162713623052"
"2077,15","2022,48","294,441","46,348","3,69184","2,98827","-0,70357","0,7271863585078777","10,8731","10,8639","0,906942","0,940978","2077,15","641,52",P01,P01_V + P01_B,"15,25223149609375","0,9502262713623049"
"1727,59","2471,77","294,549","46,3968","3,71529","2,92085","-0,7944399999999998","0,7627581530209931","9,89294","10,4624","0,960485","0,949948","1727,59","192,23000000000002",P01,P01_V + P01_B,"15,27568149609375","0,8593562713623051"
"1183,82","2444,25","294,553","46,4817","3,71692","2,90865","-0,8082699999999998","0,9126883367282383","10,0617","11,173","0,975588","0,887437","1183,82","219,75",P01,P01_V + P01_B,"15,27731149609375","0,8455262713623051"
"2181,7","1132,57","294,239","46,3426","3,72216","2,99037","-0,7317900000000002","1,09877204187231","11,1067","11,8265","0,973589","1,0","2181,7","1531,43",P01,P01_V + P01_B,"15,28255149609375","0,9220062713623047"
"3484,68","807,324","294,143","46,1436","3,73194","2,88996","-0,84198","1,5454112721214732","10,0847","11,8602","0,905344","0,81605","3484,68","1856,676",P01,P01_V + P01_B,"15,29233149609375","0,8118162713623049"
"1657,1","2060,07","294,457","46,4129","3,73204","3,19558","-0,5364599999999999","0,948472456110504","10,3804","10,6461","0,99977","0,98542","1657,1","603,9299999999998",P01,P01_V + P01_B,"15,29243149609375","1,117336271362305"
"3307,98","1575,72","294,319","46,1619","3,73631","2,91018","-0,82613","1,3043005788543798","9,78795","10,6475","0,987312","0,966373","3307,98","1088,28",P01,P01_V + P01_B,"15,29670149609375","0,8276662713623049"
"3525,8","920,349","294,168","46,1359","3,75975","3,05208","-0,7076699999999998","1,3945038544228148","9,81265","10,928","0,933319","0,818064","3525,8","1743,6509999999998",P01,P01_V + P01_B,"15,32014149609375","0,9461262713623051"
"1710,34","1826,66","294,404","46,4075","3,76014","2,9474","-0,8127399999999998","1,060188662456058","10,9101","12,6897","0,998109","0,836308","1710,34","837,3399999999999",P01,P01_V + P01_B,"15,32053149609375","0,8410562713623051"
"1125,17","1714,07","294,389","46,5","3,76272","3,02044","-0,74228","0,964002074686506","10,7333","11,1587","0,959472","0,955039","1125,17","949,9300000000001",P01,P01_V + P01_B,"15,32311149609375","0,9115162713623048"
"835,447","1553,87","294,358","46,5471","3,76465","2,93138","-0,8332700000000002","1,0158129749121916","10,2633","12,0519","0,998543","0,855887","835,447","1110,13",P01,P01_V + P01_B,"15,32504149609375","0,8205262713623047"
"1461,35","1033,41","294,229","46,4559","3,76483","3,09124","-0,6735899999999999","1,0589145385725731","10,3092","11,7037","0,999594","0,858817","1461,35","1630,59",P01,P01_V + P01_B,"15,32522149609375","0,980206271362305"
"838,751","501,792","294,119","46,5592","3,77098","3,04114","-0,7298400000000003","1,0299752424208617","11,2351","11,3936","0,935493","0,998643","838,751","2162,208",P01,P01_V + P01_B,"15,33137149609375","0,9239562713623046"
"2292,6","2634,78","294,575","46,3068","3,79755","2,98553","-0,8120200000000004","0,8988882021699636","9,94658","10,7231","0,901897","0,931375","2292,6","29,2199999999998",P01,P01_V + P01_B,"15,357941496093751","0,8417762713623045"
"924,831","1295,41","294,298","46,5363","3,80191","3,01135","-0,7905599999999997","0,8897465931377401","11,2027","11,4127","0,871451","0,979054","924,831","1368,59",P01,P01_V + P01_B,"15,36230149609375","0,8632362713623052"
"256,238","554,717","294,141","46,6493","3,80588","3,0819","-0,7239800000000001","0,9204488035735948","9,59526","11,2842","0,981165","0,862683","256,238","2109,283",P01,P01_V + P01_B,"15,36627149609375","0,9298162713623048"
"1727,5","1113,25","294,242","46,4135","3,80947","2,94847","-0,8610000000000002","1,0423531071570848","11,2089","12,3721","0,98331","0,938093","1727,5","1550,75",P01,P01_V + P01_B,"15,369861496093751","0,7927962713623047"
"1704,36","1044,72","294,227","46,418","3,82652","3,02149","-0,8050299999999999","1,096220780682563","11,4327","11,3942","0,975243","0,987218","1704,36","1619,28",P01,P01_V + P01_B,"15,38691149609375","0,848766271362305"
"203,792","1517,23","294,361","46,6458","3,83264","3,14114","-0,6915","0,8758104817823874","10,0008","9,65932","0,878476","0,987925","203,792","1146,77",P01,P01_V + P01_B,"15,39303149609375","0,9622962713623049"
"3023,3","2461,24","294,523","46,1952","3,84029","3,24585","-0,5944400000000001","1,0113851887387098","9,59801","10,3964","0,981427","0,885873","3023,3","202,76000000000022",P01,P01_V + P01_B,"15,40068149609375","1,0593562713623048"
"3470,62","1531,94","294,306","46,1371","3,84521","3,1294","-0,7158099999999998","1,42688471853918","9,75207","9,9332","0,915402","0,969823","3470,62","1132,06",P01,P01_V + P01_B,"15,40560149609375","0,9379862713623051"
"457,525","2648,51","294,612","46,5922","3,85449","3,17626","-0,6782300000000001","0,9724628527611092","10,419","11,1079","0,881947","0,830957","457,525","15,489999999999782",P01,P01_V + P01_B,"15,41488149609375","0,9755662713623048"
"2388,56","2623,09","294,571","46,292","3,85581","2,88937","-0,96644","1,023425620160074","9,49036","11,5524","0,990682","0,850438","2388,56","40,909999999999854",P01,P01_V + P01_B,"15,41620149609375","0,6873562713623049"
"3251,7","1786,38","294,367","46,1681","3,88321","3,09688","-0,78633","1,128981842192634","9,13107","10,394","0,981221","0,847972","3251,7","877,6199999999999",P01,P01_V + P01_B,"15,44360149609375","0,8674662713623049"
"892,159","515,665","294,122","46,5507","3,89485","2,89472","-1,00013","0,8835440000361405","10,7524","11,4527","0,854992","0,845167","892,159","2148,335",P01,P01_V + P01_B,"15,45524149609375","0,6536662713623049"
"2533,23","471,891","294,084","46,2957","3,90386","2,97797","-0,92589","1,1640429545338664","9,7861","10,8067","0,963646","0,939055","2533,23","2192,109",P01,P01_V + P01_B,"15,46425149609375","0,7279062713623049"
"2013,26","2643,45","294,582","46,3501","3,90685","3,11498","-0,7918699999999999","0,7829431652425318","9,81882","11,3188","0,920545","0,804334","2013,26","20,550000000000182",P01,P01_V + P01_B,"15,46724149609375","0,861926271362305"
"414,036","1955,63","294,456","46,6077","3,90759","3,1338","-0,77379","0,9840508116963056","10,3557","10,4015","0,909385","0,969664","414,036","708,3699999999999",P01,P01_V + P01_B,"15,46798149609375","0,8800062713623049"
"2752,97","1485,85","294,308","46,2494","3,91405","3,22872","-0,68533","1,1088733020503128","9,98933","9,95317","0,980694","0,989969","2752,97","1178,15",P01,P01_V + P01_B,"15,47444149609375","0,9684662713623049"
"3163,95","1905,18","294,395","46,1803","3,92306","3,07758","-0,8454799999999998","1,1500434774391757","9,38467","10,5094","0,940155","0,903282","3163,95","758,8199999999999",P01,P01_V + P01_B,"15,48345149609375","0,8083162713623051"
"133,464","283,419","294,082","46,6716","3,93149","3,19182","-0,7396700000000003","0,8742928571136722","9,45655","9,05067","0,943342","0,970908","133,464","2380,581",P01,P01_V + P01_B,"15,49188149609375","0,9141262713623046"
"603,558","1142,5","294,269","46,5882","3,93838","3,14656","-0,79182","0,9762171889492608","10,3965","10,1149","0,86593","0,999694","603,558","1521,5",P01,P01_V + P01_B,"15,49877149609375","0,8619762713623049"
"2267,76","1426,44","294,303","46,3256","3,94183","3,08691","-0,8549199999999999","1,0771258050942625","11,0854","12,5785","0,940006","0,909715","2267,76","1237,56",P01,P01_V + P01_B,"15,50222149609375","0,798876271362305"
"2278,6","1947,22","294,421","46,3176","4,15177","3,06027","-1,0915","1,0034440691936","10,8896","11,9021","0,931035","0,886161","2278,6","716,78",P01,P01_V + P01_B,"15,71216149609375","0,562296271362305"
"508,252","1981,2","294,46","46,5927","4,21267","3,28693","-0,9257400000000002","1,0568259080852165","9,98926","10,442","0,920385","0,938503","508,252","682,8",P01,P01_V + P01_B,"15,77306149609375","0,7280562713623047"
"410,535","2334,83","292,42","44,458","-2,78441","-3,06027","-0,2758600000000002","2,233500615625633","7,93623","9,19028","0,971851","0,992716","410,535","329,1700000000001",P02,P02_V + P02_B,"8,368028794555665","1,5170666528564452"
"1445,86","259,028","291,951","44,3212","-2,19353","-2,56379","-0,37026","2,0764250528252006","9,64772","10,7039","0,812196","0,889804","1445,86","2404,9719999999998",P02,P02_V + P02_B,"8,958908794555665","1,4226666528564453"
"2698,08","139,9","291,905","44,1275","-1,20621","-1,82741","-0,6212","2,005995014948977","8,0945","9,46136","0,933338","0,949645","2698,08","2524,1",P02,P02_V + P02_B,"9,946228794555664","1,1717266528564454"
"2420,05","2581,11","292,439","44,1423","-1,05972","-1,49463","-0,4349099999999999","2,0709901013768013","7,85907","9,08298","0,913909","0,96299","2420,05","82,88999999999987",P02,P02_V + P02_B,"10,092718794555664","1,3580166528564455"
"312,962","1505,46","292,24","44,4832","-0,896503","-1,33049","-0,4339869999999999","2,238079533886157","8,54937","9,73346","0,861013","0,89847","312,962","1158,54",P02,P02_V + P02_B,"10,255935794555665","1,3589396528564455"
"85,0257","1425,05","292,227","44,5196","-0,747629","-1,79473","-1,047101","2,3049617871018664","8,19982","9,61037","0,94768","0,940982","85,0257","1238,95",P02,P02_V + P02_B,"10,404809794555664","0,7458256528564453"
"1204,42","2269,54","292,392","44,3352","-0,126614","-0,750713","-0,624099","2,206558406206178","8,48913","10,1312","0,993736","0,932672","1204,42","394,46000000000004",P02,P02_V + P02_B,"11,025824794555664","1,1688276528564454"
"612,537","2270,56","292,402","44,4274","-0,116039","-0,66281","-0,546771","2,231980286651311","7,99593","9,38316","0,923134","0,92507","612,537","393,44000000000005",P02,P02_V + P02_B,"11,036399794555663","1,2461556528564453"
"180,579","2160,46","292,386","44,4959","-0,0436814","-0,640052","-0,5963706","2,230889732819638","8,10023","9,48","0,941876","0,952257","180,579","503,53999999999996",P02,P02_V + P02_B,"11,108757394555663","1,1965560528564454"
"2973,09","2389,65","292,388","44,0585","0,0794517","-0,372967","-0,4524187","2,0471443525066944","7,65489","9,09205","0,935645","0,959006","2973,09","274,3499999999999",P02,P02_V + P02_B,"11,231890494555664","1,3405079528564454"
"2101,53","1345,48","292,176","44,2066","0,0912482","-0,372913","-0,4641612","2,130375553746411","10,4795","11,6267","0,98363","0,984713","2101,53","1318,52",P02,P02_V + P02_B,"11,243686994555665","1,3287654528564454"
"3262,29","1826,6","292,261","44,0202","0,221929","0,221389","-0,0005399999999999","2,0809613163151126","7,73516","8,79574","0,925486","0,999993","3262,29","837,4000000000001",P02,P02_V + P02_B,"11,374367794555663","1,7923866528564454"
"790,718","2423,34","292,433","44,3978","0,326638","-0,13474","-0,4613779999999999","2,19373745010661","7,94424","9,13073","0,955789","0,999125","790,718","240,65999999999985",P02,P02_V + P02_B,"11,479076794555663","1,3315486528564455"
"3043,27","1760,03","292,251","44,0551","0,327674","-0,486969","-0,814643","2,1804815981795764","7,97645","9,558","0,900879","0,915757","3043,27","903,97",P02,P02_V + P02_B,"11,480112794555664","0,9782836528564454"
"565,696","1196,22","292,169","44,4475","0,362434","-0,48615","-0,848584","2,2723927917505686","9,49197","10,6921","0,807712","0,85337","565,696","1467,78",P02,P02_V + P02_B,"11,514872794555664","0,9443426528564454"
"3011,82","1301,26","292,152","44,0654","0,375971","-0,170696","-0,546667","2,1931712199462323","8,16804","9,73625","0,936345","0,939522","3011,82","1362,74",P02,P02_V + P02_B,"11,528409794555664","1,2462596528564454"
"251,434","1351,45","292,208","44,4946","0,46598","-0,485689","-0,951669","2,3057452157599365","8,60083","9,99082","0,872585","0,897197","251,434","1312,55",P02,P02_V + P02_B,"11,618418794555664","0,8412576528564454"
"3424,99","1722,01","292,236","43,9962","0,467538","0,395293","-0,072245","2,090669749147361","7,6135","8,99044","0,965759","0,984036","3424,99","941,99",P02,P02_V + P02_B,"11,619976794555663","1,7206816528564453"
"3394,99","728,915","292,022","44,0124","0,524616","0,0490997","-0,4755162999999999","2,0888666783688485","7,70617","9,25977","0,949386","0,970733","3394,99","1935,085",P02,P02_V + P02_B,"11,677054794555664","1,3174103528564456"
"2844,44","2319,24","292,375","44,0794","0,611352","0,10786","-0,503492","2,0470710783944823","7,80954","9,18632","0,91248","0,946904","2844,44","344,7600000000002",P02,P02_V + P02_B,"11,763790794555664","1,2894346528564453"
"3155,85","2028,62","292,307","44,0344","0,621261","-0,406481","-1,027742","2,1264054176002616","7,68132","9,17557","0,92984","0,954979","3155,85","635,3800000000001",P02,P02_V + P02_B,"11,773699794555665","0,7651846528564454"
"1799,8","1380,54","292,189","44,2532","0,640057","0,153965","-0,4860919999999999","2,165202069091797","10,9006","11,6863","0,966283","0,991605","1799,8","1283,46",P02,P02_V + P02_B,"11,792495794555665","1,3068346528564454"
"2221,14","910,461","292,08","44,193","0,645524","-0,00937001","-0,65489401","2,225928121031776","10,0181","11,1063","0,94976","0,981973","2221,14","1753,539",P02,P02_V + P02_B,"11,797962794555664","1,1380326428564453"
"2412,89","378,02","291,961","44,1693","0,68562","0,162149","-0,523471","2,056794593536269","8,83628","10,0154","0,901054","0,941818","2412,89","2285,98",P02,P02_V + P02_B,"11,838058794555664","1,2694556528564453"
"1119,65","546,043","292,018","44,3687","0,819648","0,428615","-0,391033","2,0966268146715548","10,1149","10,8912","0,798991","0,888473","1119,65","2117,957",P02,P02_V + P02_B,"11,972086794555665","1,4018936528564454"
"3215,1","1840,48","292,265","44,0274","0,839197","0,409548","-0,4296489999999999","2,1367732682715657","7,84594","8,98743","0,918597","0,954144","3215,1","823,52",P02,P02_V + P02_B,"11,991635794555664","1,3632776528564454"
"603,554","2217,52","292,391","44,4294","0,876153","0,76089","-0,115263","2,171664108466206","7,65448","9,01533","0,995594","0,986177","603,554","446,48",P02,P02_V + P02_B,"12,028591794555664","1,6776636528564453"
"2488,98","2494,74","292,419","44,1326","0,919634","-0,152916","-1,07255","2,127204738617931","7,81296","9,34245","0,921625","0,954628","2488,98","169,26000000000022",P02,P02_V + P02_B,"12,072072794555664","0,7203766528564455"
"3512,58","1307,17","292,145","43,9874","0,94544","0,462906","-0,4825339999999999","2,1878985351246216","7,74815","9,18687","0,930253","0,970075","3512,58","1356,83",P02,P02_V + P02_B,"12,097878794555664","1,3103926528564456"
"986,014","1367,88","292,199","44,38","0,994603","0,611211","-0,383392","2,278705992444161","10,3228","11,1596","0,876145","0,927049","986,014","1296,12",P02,P02_V + P02_B,"12,147041794555664","1,4095346528564454"
"237,963","2177,72","292,388","44,4868","1,02101","0,0505678","-0,9704422","2,294586019307151","7,88486","9,33242","0,97894","0,984242","237,963","486,2800000000002",P02,P02_V + P02_B,"12,173448794555664","0,8224844528564453"
"1667,98","242,784","291,943","44,2868","1,05994","0,173711","-0,8862290000000002","2,110689223926616","9,66552","10,3031","0,824318","0,986701","1667,98","2421,216",P02,P02_V + P02_B,"12,212378794555665","0,9066976528564452"
"1746,89","1084,87","292,125","44,2649","1,07504","0,167403","-0,907637","2,2257582977491213","10,9976","11,8281","0,931957","0,970237","1746,89","1579,13",P02,P02_V + P02_B,"12,227478794555664","0,8852896528564453"
"2629,62","1835,96","292,274","44,1186","1,08599","0,722777","-0,363213","2,088659857420515","8,58432","9,9427","0,997919","0,98994","2629,62","828,04",P02,P02_V + P02_B,"12,238428794555665","1,4297136528564454"
"907,802","275,747","291,963","44,4048","1,10581","0,56012","-0,54569","2,0265993684001966","9,3652","10,3451","0,793181","0,862134","907,802","2388,253",P02,P02_V + P02_B,"12,258248794555664","1,2472366528564454"
"3056,39","106,176","291,892","44,0721","1,11718","-0,0330486","-1,1502286000000002","2,088234661143228","7,82399","9,69766","0,999993","0,926649","3056,39","2557,824",P02,P02_V + P02_B,"12,269618794555663","0,6426980528564452"
"2853,45","2273,02","292,365","44,0785","1,12051","0,423167","-0,6973429999999998","2,032461561751959","7,56601","8,96738","0,978271","0,999627","2853,45","390,98",P02,P02_V + P02_B,"12,272948794555663","1,0955836528564455"
"2492,4","2258,57","292,368","44,1349","1,12751","0,169422","-0,958088","2,0988091861816742","8,22133","9,51569","0,936232","0,977817","2492,4","405,42999999999984",P02,P02_V + P02_B,"12,279948794555665","0,8348386528564453"
"284,553","2536,05","292,466","44,4752","1,13331","1,20091","0,0675999999999998","2,1800330272730437","8,58061","9,90281","0,866475","0,893721","284,553","127,94999999999982",P02,P02_V + P02_B,"12,285748794555664","1,8605266528564453"
"2363,22","376,277","291,962","44,177","1,146","0,728966","-0,4170339999999999","2,055043551849944","9,00776","10,0713","0,893373","0,944718","2363,22","2287,723",P02,P02_V + P02_B,"12,298438794555665","1,3758926528564455"
"1201,05","1467,02","292,217","44,3454","1,19201","0,487392","-0,704618","2,2556817151362525","10,517","11,4864","0,932792","0,937175","1201,05","1196,98",P02,P02_V + P02_B,"12,344448794555664","1,0883086528564454"
"38,1303","2013,79","292,356","44,5199","1,21748","0,693334","-0,5241459999999999","2,222591570667027","8,529","9,6095","0,904481","0,940637","38,1303","650,21",P02,P02_V + P02_B,"12,369918794555664","1,2687806528564454"
"1461,15","2359,37","292,407","44,2942","1,22454","0,234059","-0,990481","2,25282045445238","8,8075","9,89941","0,940875","0,995043","1461,15","304,6300000000001",P02,P02_V + P02_B,"12,376978794555663","0,8024456528564454"
"219,911","623,402","292,049","44,5079","1,23967","1,01405","-0,2256200000000001","2,047101609593519","8,60171","9,58137","0,916726","0,943448","219,911","2040,598",P02,P02_V + P02_B,"12,392108794555664","1,5673066528564452"
"628,62","2413,57","292,433","44,4231","1,32231","0,855305","-0,4670050000000001","2,211558048073836","7,83168","8,95612","0,963423","0,999894","628,62","250,42999999999984",P02,P02_V + P02_B,"12,474748794555664","1,3259216528564453"
"3182,45","1180,84","292,123","44,0403","1,36322","1,05058","-0,31264","2,1346662502601466","7,58193","9,38143","0,999662","0,946397","3182,45","1483,16",P02,P02_V + P02_B,"12,515658794555664","1,4802866528564453"
"533,764","1649,82","292,268","44,4471","1,36961","0,522673","-0,8469369999999999","2,2977861084095315","8,33006","10,0836","0,980454","0,896889","533,764","1014,1800000000001",P02,P02_V + P02_B,"12,522048794555664","0,9459896528564454"
"1986,56","203,839","291,93","44,2376","1,37328","0,557196","-0,816084","2,1193149836680827","9,27802","10,336","0,848479","0,928783","1986,56","2460,161",P02,P02_V + P02_B,"12,525718794555663","0,9768426528564453"
"3072,1","1291,58","292,149","44,0561","1,375","0,936264","-0,438736","2,159560140398876","8,08367","9,68376","0,929098","0,910238","3072,1","1372,42",P02,P02_V + P02_B,"12,527438794555664","1,3541906528564454"
"2899,44","798,713","292,045","44,0887","1,38016","0,27653","-1,10363","2,2298421468793945","8,29865","9,94347","0,933462","0,927191","2899,44","1865,287",P02,P02_V + P02_B,"12,532598794555664","0,6892966528564453"
"1299,4","598,301","292,027","44,3401","1,3918","1,28431","-0,1074899999999998","2,11041441427989","10,4669","11,0768","0,83082","0,910276","1299,4","2065,699",P02,P02_V + P02_B,"12,544238794555664","1,6854366528564455"
"3226,49","564,271","291,989","44,0405","1,40804","0,600856","-0,807184","2,126437396209913","7,62767","9,37993","0,970686","0,954941","3226,49","2099,7290000000003",P02,P02_V + P02_B,"12,560478794555664","0,9857426528564454"
"1130,93","300,564","291,965","44,3698","1,40977","0,641583","-0,768187","2,072800038595141","9,55804","10,5612","0,811979","0,876474","1130,93","2363,436",P02,P02_V + P02_B,"12,562208794555664","1,0247396528564454"
"373,063","719,837","292,068","44,483","1,42272","0,567792","-0,854928","2,2333262188941534","8,93983","9,50518","0,859941","0,996325","373,063","1944,163",P02,P02_V + P02_B,"12,575158794555664","0,9379986528564453"
"3121,8","1474,97","292,188","44,0463","1,42696","0,531472","-0,895488","2,2156263222845287","7,98971","9,19575","0,904491","1,0","3121,8","1189,03",P02,P02_V + P02_B,"12,579398794555663","0,8974386528564454"
"1026,87","1660,36","292,262","44,3702","1,44172","0,502663","-0,939057","2,307834482799798","10,0478","10,6013","0,904687","0,999997","1026,87","1003,6400000000001",P02,P02_V + P02_B,"12,594158794555664","0,8538696528564453"
"2282,33","1744,11","292,26","44,1738","1,44489","0,832103","-0,612787","2,1892921230387024","9,63033","10,8076","0,986021","0,999354","2282,33","919,8900000000001",P02,P02_V + P02_B,"12,597328794555665","1,1801396528564454"
"891,861","2642,23","292,478","44,3793","1,47059","1,02293","-0,4476600000000001","2,18173531850206","7,67192","9,05322","0,99694","0,968508","891,861","21,769999999999982",P02,P02_V + P02_B,"12,623028794555664","1,3452666528564452"
"2248,39","2625,04","292,452","44,1684","1,47457","0,433485","-1,0410849999999998","2,143571785595217","7,7614","9,25691","0,955734","0,960423","2248,39","38,960000000000036",P02,P02_V + P02_B,"12,627008794555664","0,7518416528564456"
"2767,14","550,139","291,993","44,1122","1,51659","1,0994","-0,4171900000000001","2,0698560336410154","8,34486","9,42652","0,934164","0,993971","2767,14","2113,861",P02,P02_V + P02_B,"12,669028794555665","1,3757366528564452"
"3114,2","77,3203","291,885","44,0634","1,53993","0,453788","-1,086142","2,0955235049982783","8,27738","9,84194","0,915144","0,915379","3114,2","2586,6797",P02,P02_V + P02_B,"12,692368794555664","0,7067846528564454"
"3484,01","920,992","292,062","43,9963","1,55263","1,31823","-0,2343999999999999","2,1249235280356134","7,87324","9,0033","0,924461","0,998273","3484,01","1743,008",P02,P02_V + P02_B,"12,705068794555665","1,5585266528564454"
"2308,08","882,713","292,072","44,1798","1,55366","1,19103","-0,36263","2,215047629284794","9,7167","10,8792","0,949235","0,974168","2308,08","1781,287",P02,P02_V + P02_B,"12,706098794555665","1,4302966528564454"
"1858,95","57,818","291,9","44,2591","1,58426","0,658798","-0,925462","2,0635145383543936","8,99196","10,1057","0,842424","0,933195","1858,95","2606,182",P02,P02_V + P02_B,"12,736698794555664","0,8674646528564454"
"1620,56","1151,54","292,142","44,2838","1,61601","0,562871","-1,0531389999999998","2,258007971642266","10,9097","11,8801","0,955376","0,964257","1620,56","1512,46",P02,P02_V + P02_B,"12,768448794555663","0,7397876528564455"
"762,509","1730,56","292,282","44,4105","1,62788","0,658884","-0,968996","2,3094763475731392","8,68454","10,1872","0,999991","0,956689","762,509","933,44",P02,P02_V + P02_B,"12,780318794555663","0,8239306528564454"
"1737,37","977,611","292,102","44,2676","1,64793","0,94184","-0,7060899999999999","2,2032705235626704","10,9678","11,5923","0,918528","0,976335","1737,37","1686,3890000000001",P02,P02_V + P02_B,"12,800368794555665","1,0868366528564455"
"2757,12","304,261","291,94","44,1165","1,66046","1,17806","-0,4823999999999999","2,0565018842685743","8,00262","9,46843","0,940021","0,940269","2757,12","2359,739",P02,P02_V + P02_B,"12,812898794555664","1,3105266528564454"
"2982,15","157,948","291,904","44,0831","1,71798","0,611988","-1,105992","2,071400733803106","7,61182","9,18844","0,997845","0,999632","2982,15","2506,052",P02,P02_V + P02_B,"12,870418794555665","0,6869346528564453"
"3395,09","1404,91","292,168","44,0045","1,72163","0,633173","-1,088457","2,292007853389641","7,62603","9,40512","0,94833","0,935801","3395,09","1259,09",P02,P02_V + P02_B,"12,874068794555663","0,7044696528564454"
"1383,41","192,755","291,937","44,3317","1,72488","1,09352","-0,6313599999999999","2,070676218050502","9,47563","10,5189","0,790094","0,891145","1383,41","2471,245",P02,P02_V + P02_B,"12,877318794555665","1,1615666528564454"
"658,705","2362,13","292,421","44,4191","1,72859","0,882035","-0,8465550000000001","2,281333820378094","8,40996","9,92035","0,92733","0,921762","658,705","301,8699999999999",P02,P02_V + P02_B,"12,881028794555665","0,9463716528564453"
"48,7127","442,945","292,013","44,5366","1,73216","1,2027","-0,5294599999999998","2,0776919887221035","8,95276","10,2734","0,917678","0,903303","48,7127","2221,055",P02,P02_V + P02_B,"12,884598794555664","1,2634666528564455"
"2879,2","1629,83","292,225","44,0822","1,75903","0,880268","-0,878762","2,145600149142348","8,45972","9,9006","0,90641","0,929709","2879,2","1034,17",P02,P02_V + P02_B,"12,911468794555663","0,9141646528564453"
"3365,74","1660,03","292,224","44,0061","1,77162","1,34315","-0,4284699999999999","2,1149231664531616","7,6375","8,85817","0,947975","0,998607","3365,74","1003,97",P02,P02_V + P02_B,"12,924058794555664","1,3644566528564455"
"3327,75","1687,97","292,23","44,0117","1,78222","1,17259","-0,6096299999999999","2,1319005605327748","7,73572","8,89431","0,922409","0,999523","3327,75","976,03",P02,P02_V + P02_B,"12,934658794555665","1,1832966528564455"
"223,349","2493,79","292,458","44,4852","1,7997","0,314863","-1,4848370000000002","2,333088082349156","8,57948","10,4057","0,885511","0,857104","223,349","170,21000000000004",P02,P02_V + P02_B,"12,952138794555664","0,3080896528564452"
"2931,53","353,663","291,948","44,0888","1,83558","1,305","-0,53058","2,0661802922300727","7,74115","9,3352","0,96203","0,975149","2931,53","2310,337",P02,P02_V + P02_B,"12,988018794555664","1,2623466528564453"
"947,495","655,377","292,045","44,3943","1,84686","1,12296","-0,7239","2,1531939067348103","10,0659","10,9383","0,782536","0,884421","947,495","2008,623",P02,P02_V + P02_B,"12,999298794555664","1,0690266528564454"
"2344,64","2334,36","292,387","44,157","1,85385","0,86543","-0,98842","2,133775995741085","8,28425","9,61937","0,936111","0,981243","2344,64","329,6399999999999",P02,P02_V + P02_B,"13,006288794555664","0,8045066528564454"
"47,2674","16,649","291,92","44,5417","1,86591","1,20742","-0,65849","1,8978125091799765","10,9015","11,9918","0,729024","0,764378","47,2674","2647,351",P02,P02_V + P02_B,"13,018348794555664","1,1344366528564453"
"2822,35","962,768","292,081","44,0988","1,87268","1,44432","-0,4283599999999998","2,20064558709491","8,47327","10,1326","0,962495","0,936776","2822,35","1701,232",P02,P02_V + P02_B,"13,025118794555663","1,3645666528564455"
"1822,28","2525,16","292,437","44,236","1,87634","0,984036","-0,8923039999999999","2,1470444802096016","8,31467","9,49514","0,937447","0,981165","1822,28","138,84000000000015",P02,P02_V + P02_B,"13,028778794555663","0,9006226528564455"
"3008,93","255,862","291,925","44,0778","1,87701","1,4282","-0,4488100000000001","1,9901108009354544","7,62777","9,03432","0,995224","0,999866","3008,93","2408,138",P02,P02_V + P02_B,"13,029448794555664","1,3441166528564452"
"1826,55","1280,57","292,167","44,2502","1,88233","1,31534","-0,5669900000000001","2,1818570072301515","10,8196","11,6954","0,966839","0,995165","1826,55","1383,43",P02,P02_V + P02_B,"13,034768794555664","1,2259366528564453"
"29,1661","1793,5","292,308","44,5239","1,91022","1,00314","-0,90708","2,303486750558777","9,12559","9,99634","0,860296","0,937857","29,1661","870,5",P02,P02_V + P02_B,"13,062658794555665","0,8858466528564454"
"536,466","287,798","291,971","44,4625","1,91214","1,20219","-0,7099499999999999","2,0292710513876555","8,83484","9,40469","0,860541","0,999965","536,466","2376,202",P02,P02_V + P02_B,"13,064578794555665","1,0829766528564455"
"615,783","581,175","292,034","44,4468","1,92246","1,08825","-0,8342100000000001","2,1750809180349977","8,43125","10,3033","0,999297","0,863116","615,783","2082,825",P02,P02_V + P02_B,"13,074898794555665","0,9587166528564453"
"539,915","2177,24","292,383","44,4398","1,92714","0,92632","-1,00082","2,2949729845904185","7,67398","9,4877","0,999992","0,935672","539,915","486,7600000000002",P02,P02_V + P02_B,"13,079578794555664","0,7921066528564453"
